gene	call	pass_count	failed_gates	ms_genetic	cross_genetics	local_breadth	residual_or_perturbation	reachable_modality	not_blocked	direction_clear	strong_l2g_disease_count	strong_qtl_coloc_disease_count	ms_max_l2g_score	ms_max_relevant_qtl_h4	local_positive_disease_count	wave62_call	wave104_call	wave128_call	blocker_text
TOP3A	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.2655329406261444	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	PARK_MS_GENETICS_NARROW_OR_WEAK		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TPPP	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TREH	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TRIM47	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TSLP	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
TUBG1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ULK3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
UQCC2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
USP40	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
WBP2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
WDR18	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.1249195262789726	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF300	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ZNF76	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	1	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
A2ML1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AACS	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AARS2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ABHD16B	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ABHD18	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ACAD11	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ACOD1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ACSL6	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ACSM4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ACSM5	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ACTA2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0			NO_REOPEN_GENETICS_FIRST_ROUTE	     nan     
ADAT2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ADCY2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ADGRD2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ADGRF1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ADGRL2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0			NO_REOPEN_GENETICS_FIRST_ROUTE	     nan     
AEBP2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AFAP1L1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AGMO	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AK3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AK7	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AKR1B15	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ALCAM	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ALDH8A1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ALPG	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ALPI	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ALX1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AMT	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ANAPC1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ANGPTL1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ANKRD13C	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ANKRD30A	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0			NO_REOPEN_GENETICS_FIRST_ROUTE	     nan     
ANKRD36C	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ANKRD45	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ANKRD46	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ANKRD52	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AP5M1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
APCDD1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
APCDD1L	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
APOLD1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AQP4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ARHGAP42	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ARHGAP44	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ARHGEF9	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ARL6IP5	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ARMC1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ARMH2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ARMH4	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ARPC5L	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ARR3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ASAP2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0			NO_REOPEN_GENETICS_FIRST_ROUTE	     nan     
ASB14	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ATG10	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ATG101	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ATG16L2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0550969280302524	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ATP6V0A1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ATP6V1G3	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ATRX	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ATXN1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
ATXN7L3B	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AVEN	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	2.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AVIL	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.1335307210683822	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AWAT2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
AZI2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0691689029335975	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
B3GALT1	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
BABAM2	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	1.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
BAD	NO_PIVOT_TARGET	2	ms_genetic;cross_genetics;local_breadth;residual_or_perturbation;reachable_modality	False	False	False	False	False	True	True	0	0	0.0	0.0	0.0	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NO_MS_GENETIC_ANCHOR		nan nan nan False  |  |  |  |  |  |  |  |  |  |       
