gene	disease	dataset	channel	comparison	effect	p	quality	score	limitation	axis	positive_nominal	negative_nominal
NDUFA4	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.158624770604489	0.759765825978067	0.8	-0.4726664009899651	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CYFIP2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.125487984557658	0.125899775006584	0.9	-0.5824379256025605	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CYFIP2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0763371771364689	0.414823067184775	0.8	-0.4579554288075971	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
WDR45B	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.144293683712958	0.126105760292672	0.9	-0.5921089085820301	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
WDR45B	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.377470833337996	0.262192602406773	0.8	-0.6043772263351983	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CFL1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.129228474307671	0.126475408886934	0.9	-0.5842058352276375	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CFL1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.026553067141669	0.759765825978067	0.8	0.418787131072565	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SULT4A1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.23866741817473	0.126955187927761	0.9	-0.640671261644958	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SULT4A1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.645038119130611	0.0800579199844347	0.8	-0.7782780292468341	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PYGL	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.205240989249471	0.127128370604167	0.35	0.2424056137469835	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PYGL	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.324503737441921	0.475532659596901	0.8	-0.5583065505368422	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ATXN3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.162992769760153	0.127185721875896	0.9	0.6014616248694888	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ATXN3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0234169950688972	0.759765825978067	0.8	0.41750775578430077	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ELMO1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.145709117367868	0.127786683190585	0.9	0.5923471725970506	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ELMO1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.994400343682552	0.0249324556028631	0.8	-1.010926292578064	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
IRGQ	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.133691819593396	0.127966997632255	0.9	-0.5860819974463563	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
IRGQ	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-1.22334032459108	0.0144328239388418	0.8	-1.162162026325747	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
RAB3GAP2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-1.59585069963231	0.128590281813566	0.9	-1.3415600137322938	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RAB3GAP2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.322668054136868	0.414823067184775	0.8	-0.5627632574337436	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
RPS14	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0789164248432431	0.12914328061409	0.9	0.5574433326635613	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RPS14	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.591431300649851	0.153576396549984	0.8	0.7228997670468045	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
EMC2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0931064552247367	0.129654111973967	0.9	0.5646343319624745	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
EMC2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.433682935050549	0.126278928554698	0.8	0.6593669453283706	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SPTLC2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.335912175225668	0.12988479615102	0.9	0.6899760966133935	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SPTLC2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-1.69683639890359	0.0059215370241487	0.8	-1.4792265501478243	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
CAPRIN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.136920272953059	0.12988289055648	0.35	0.2283558200581854	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CAPRIN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.560363083309179	0.185143724157873	0.8	-0.7003420281634642	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
AP3D1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.102520874077127	0.130577239746922	0.9	0.5692424849202987	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
AP3D1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.433805463385325	0.185143724157873	0.8	0.6435388256491873	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PHLDB1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.156239273724254	0.13060773334227	0.9	0.5969690346048576	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PHLDB1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.14706077869895	0.918812683274642	0.8	-0.4616363706241926	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TUBB6	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.185910739743883	0.131695195095392	0.9	0.611968193555338	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TUBB6	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.773405370879998	0.0190588916017305	0.8	0.9127010871936683	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
CLSTN1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.186336042032289	0.132490084807333	0.35	-0.2379825510143621	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CLSTN1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.495712294172148	0.0527870006322246	0.8	-0.7256670571693259	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
VPS37B	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.123009675384927	0.132438369123332	0.9	0.5793033767015849	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
VPS37B	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.326785046174283	0.22127181567247	0.8	-0.5886568354890868	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SFN	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.967968857133772	0.132375157324104	0.35	-0.39480205982207267	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SFN	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.464734632672065	0.371093369522698	0.8	-0.627933378046781	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
RPL23	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.123752970869994	0.132471474400689	0.9	0.5796776564981615	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
RPL23	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.417135045757	0.414823067184775	0.8	0.6029566769072363	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
ADAM23	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.146956999261003	0.13272127271836	0.9	-0.5915768613496142	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
ADAM23	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.000629809879669	0.918812683274642	0.8	-0.40270500251535546	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CD59	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.186147335893924	0.132962006298193	0.9	0.6117204176982314	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CD59	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	1.07854185982828	0.0190588916017305	0.8	1.069742680604068	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
SCAMP3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.136308248243448	0.133230815560924	0.9	0.5859426303585554	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SCAMP3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.480537097005508	0.308063229907199	0.8	0.642687348838803	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
XIAP	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.263602041955776	0.133321261950199	0.35	0.25338224149079586	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
XIAP	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.331484995892244	0.475532659596901	0.8	-0.5612492997444313	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
TMLHE	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.147365915646772	0.134749666651157	0.9	-0.591220930650384	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TMLHE	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.837115645945198	0.0323129112432441	0.8	-0.9174094924789502	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
GNG3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.215501411545634	0.134657373397872	0.9	-0.6263572848387514	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
GNG3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.464301441414973	0.155131568727114	0.8	-0.6647245023532703	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
DUSP23	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0775892540701658	0.134546768211708	0.9	0.5553189245255137	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
DUSP23	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.443234559616414	0.286320596793059	0.8	0.6295530979934983	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
NAPG	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0822108527536444	0.134598815893907	0.9	0.5576869604750451	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
NAPG	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.346863794698339	0.414823067184775	0.8	0.5730579596697334	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CPNE2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0827520335951943	0.13533946768737	0.9	-0.5577723097130951	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CPNE2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.752514713805469	0.0249324556028632	0.8	0.8883187409828608	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
TIMM50	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.339913807567602	0.135330677843169	0.35	-0.2684306623192913	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
TIMM50	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.646516967415257	0.102917539402853	0.8	-0.7670036514785024	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
VCP	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0470868558623492	0.135781981560134	0.9	0.5392883047412885	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
VCP	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.360179645351163	0.308063229907199	0.8	-0.590441301324576	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
SDR39U1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.123494915808935	0.13580074352908	0.9	-0.578636214250102	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
SDR39U1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.0705109624941643	0.540817904242618	0.8	0.44725583604904606	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CUL2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.0990211685653079	0.135579218264169	0.9	0.5660898852534134	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CUL2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.241948676081703	0.759765825978067	0.8	-0.5066587784339539	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
CLIC4	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.106356358813101	0.136185363787981	0.9	0.5697073838787192	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
CLIC4	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.954840106780957	0.0323129112432441	0.8	0.9761981365722429	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	True	False
PRDX3	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.10966246415452	0.136139401469355	0.9	0.5714220310838607	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PRDX3	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.693951361968901	0.0665457213437162	0.8	0.8104856945633699	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
COX5A	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.124270059951296	0.136048414113824	0.9	-0.5789687129067994	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
COX5A	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.667179188742052	0.0831311427008039	0.8	-0.7869348351305743	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
PRKAR2B	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0992470559909448	0.13731198268399	0.9	-0.5657515347589939	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
PRKAR2B	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	0.580857037160054	0.102917539402853	0.8	0.7364170208769223	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
AFG3L2	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.0719684936112776	0.13728818249903	0.9	-0.5517180786585627	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
AFG3L2	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.472743772026739	0.153576396549984	0.8	-0.6689865464396861	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
YWHAE	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	-0.104362988143111	0.137170056114636	0.9	-0.5684217606225427	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
YWHAE	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.441646404547039	0.262192602406773	0.8	-0.6325348125338174	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
WDFY1	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.235538146924969	0.137095880396503	0.9	0.6359601111925568	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
WDFY1	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-0.0648600224545088	0.838463781922464	0.8	-0.4313759091054212	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	False
OSBPL11	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.195002975158939	0.137680022904534	0.9	0.614930223908589	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
OSBPL11	MS	GSE301908	snRNA_MIMS2_like_microglia	MIMS2_like_vs_HMG_like	-1.1317969835239	0.0144328239388418	0.8	-1.1143114145347566	reconstructed state from snRNA markers; donor-paired but marker-defined	unassigned	False	True
MOGS	MS	GSE279972	foamy_lesion_proteomics	foamy_vs_nonfoamy_lesion	0.367455512884376	0.13758817907085	0.35	0.273661647863708	bulk lesion proteomics, donor-aware but not cell-specific	unassigned	False	False
