gene	wave34_score	wave34_call	failed_gates	gwas_catalog_trait_count	gwas_catalog_min_p	gwas_catalog_traits	local_positive_disease_count	local_negative_disease_count	positive_diseases	residual_retained_disease_count	ms_anchor	ms_wm_delta_log2	ms_wm_p	genetics_ready_score	ot_n_diseases_score_ge_0_5	gtex_n_relevant_tissues_with_significant_cis_eqtl	druggable_activity_count	chembl_target_id	chembl_pref_name	chembl_target_type	chembl_best_nM	clinicaltrials_autoimmune_count	europepmc_autoimmune_hit_count	perturbation_or_model_support	foundation_rescue_recommendation	foundation_real_perturbation_alignment_call	manual_blocker_class	manual_blocker_text_wave34	proxy_call	primary_blocker
MAML3	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-06	Crohn's disease (Tractor method with Amerindian ancestry);Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False	-0.3638400036852243	0.2426694615860093				0.0					0.0	0.0	False						
MAP3K7IP1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-26	Crohn's disease;Primary biliary cholangitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MAP3K7IP2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	7e-09	Crohn's disease;Inflammatory bowel disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MAPRE1P2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-07	Crohn's disease (Tractor method with African ancestry);Rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MARCH7	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-08	Crohn's disease;Inflammatory bowel disease	0.0	0.0		0.0	False	-0.0470879661304266	0.7849298867530614				0.0					0.0	0.0	False						
MARK2P14	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-09	Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MCCD1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-65	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MEGT1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-65	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MEI4	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-10	Atopic dermatitis (moderate to severe);Sjögren's syndrome	0.0	0.0		0.0	False	0.161981969117015	0.8772922040122952				0.0					0.0	0.0	False						
MFN2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-15	Atopic dermatitis;Psoriasis	0.0	0.0		0.0	False	-0.1025522678953017	0.4246016630438925				0.0					0.0	0.0	False						
MICD	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-12	Hypothyroidism or rheumatoid arthritis (pleiotropy);Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR130B	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-06	Type 1 diabetes autoantibodies in high risk HLA genotype individuals (time to event);Type 1 diabetes in high risk HLA genotype individuals (time to event)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR3135B	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-24	Extraintestinal manifestations in inflammatory bowel disease (primary sclerosing cholangitis);Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR3924	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-06	Inflammatory bowel disease (Tractor method with African ancestry);Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR3936HG	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-43	Inflammatory bowel disease;Inflammatory bowel disease (MTAG)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR4302	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-06	Ankylosing spondylitis;Crohn's disease (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR4432HG	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	9e-10	Crohn's disease (Tractor method with African ancestry);Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR4437	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-09	Celiac disease and Rheumatoid arthritis;Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR4472-2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-08	Crohn's disease;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR4491	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-11	Alanine aminotransferase elevation after methotrexate initiation in rheumatoid arthritis (>1.5 × ULN);Celiac disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR4679-2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-12	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR548A1HG	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-06	Colorectal cancer vs inflammatory bowel disease;Colorectal cancer vs inflammatory bowel disease or controls	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR548AB	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-06	Crohn's disease (Tractor method with European ancestry);Inflammatory bowel disease (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR548AN	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	9e-17	Multiple sclerosis;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR548BAHG	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	8e-06	Anti-thyroid peroxidase (TPOAb) and anti-thyroglobulin (TgAb) levels in Hashimoto's thyroiditis;Systemic lupus erythematosus	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MIR5702	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-13	Systemic lupus erythematosus;Type 1 diabetes (PheCode 250.1)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MITA1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-11	Inflammatory bowel disease (Tractor method with Amerindian ancestry);Type 1 diabetes with ketoacidosis (PheCode 250.11)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MMP20	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	8e-08	Adverse response to antithyroid drugs in Graves disease;Response to TNF inhibitor in rheumatoid arthritis (change in patient global heath assessment score)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MRPL42P4	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-09	Acute anterior uveitis in ankylosing spondylitis;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MRPS18CP4	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-08	Crohn's disease (Tractor method with African ancestry);Inflammatory bowel disease (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTCYBP42	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-08	Atopic dermatitis;Multiple sclerosis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTMR9P1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-07	Crohn's disease (Tractor method with African ancestry);Inflammatory bowel disease (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTND2P8	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-07	Crohn's disease (Tractor method with African ancestry);Ulcerative colitis (Tractor method with African ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MTND4P6	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-08	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MXRA8	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-07	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False	-1.4068583001150197	0.142066806618058				0.0					0.0	0.0	False						
MYL2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	7e-14	Graves' disease;Rheumatoid arthritis or type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
MYL6P3	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-07	Non(never)-lesional skin FLG expression levels in childhood atopic dermatitis;Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NBAS	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-11	Multiple sclerosis;Recalcitrant atopic dermatitis	0.0	0.0		0.0	False	-0.0158305953875945	0.9122981480688852				0.0					0.0	0.0	False						
NDUFA3P6	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-08	Autoimmune thyroid diseases (Graves disease or Hashimoto's thyroiditis);Graves' disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NELL1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-09	Crohn's disease;Type 1 diabetes (age at diagnosis)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NEUROD2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-08	Rheumatoid arthritis;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NEUROD6	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-08	Median relapse-independent longitudinal age-related multiple sclerosis severity score in relapse-onset multiple sclerosis;Refractory celiac disease type II	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NF1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-12	Lupus (localized and systemic) (PheCode 695.4);Systemic lupus erythematosus (PheCode 695.42)	0.0	0.0		0.0	False	0.145856254932692	0.4428929614828906				0.0					0.0	0.0	False						
NHP2L1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-10	Crohn's disease;Inflammatory bowel disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NHP2P2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-09	Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NLRP10	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-35	Atopic dermatitis;Response to anti-TNF therapy in rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NOL4L	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-10	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False	-0.2590006948474084	0.1581133054107988				0.0					0.0	0.0	False						
NOL8P1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-11	Carotid plaques in rheumatoid arthritis;Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NPIPB7	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-12	Crohn's disease;Inflammatory bowel disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NPIPB8	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-12	Crohn's disease;Inflammatory bowel disease	0.0	0.0		0.0	False	-1.2315571352898482	0.1895355648701585				0.0					0.0	0.0	False						
NPIPB9	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-12	Crohn's disease;Inflammatory bowel disease	0.0	0.0		0.0	False	-0.1390398836242852	0.8916680738773589				0.0					0.0	0.0	False						
NPM1P12	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-06	Inflammatory bowel disease (Tractor method with European ancestry);Ulcerative colitis (Tractor method with European ancestry)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NTN5	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	4e-11	Crohn's disease;Inflammatory bowel disease	0.0	0.0		0.0	False	-0.4759588276438906	0.6241939019279369				0.0					0.0	0.0	False						
NXPE4	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-17	Inflammatory bowel disease;Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
NYAP2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-13	Systemic lupus erythematosus;Type 1 diabetes (PheCode 250.1)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
OPCML	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-06	Crohn's disease (Tractor method with European ancestry);Crohn's disease (indolent vs progressive)	0.0	0.0		0.0	False	1.22861112595121	0.2398257483633291				0.0					0.0	0.0	False						
OR10A3	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-22	Atopic dermatitis;Response to anti-TNF therapy in rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
OR2AD1P	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-14	Hypothyroidism or rheumatoid arthritis (pleiotropy);Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
OR2H2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-22	Hypothyroidism or rheumatoid arthritis (pleiotropy);Psoriasis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
OR2I1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-10	Extraintestinal manifestations in inflammatory bowel disease (primary sclerosing cholangitis);Hypothyroidism or rheumatoid arthritis (pleiotropy)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
OR5B21	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-07	Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy);Ulcerative colitis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
OR7E108P	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	6e-07	Multiple sclerosis;Multiple sclerosis and HDL levels (pleiotropy)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
OR7E158P	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-11	Systemic lupus erythematosus (MTAG);Type 1 diabetes	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
OR7E91P	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	3e-06	Crohn's disease (Tractor method with European ancestry);Erythema nodosum in inflammatory bowel disease	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
OR7K1P	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-07	Microalbuminuria in type 1 diabetes;Rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
P2RY10BP	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	1e-21	Graves' disease;Rheumatoid arthritis	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
PAN2	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	5e-16	Psoriasis (PheCode 696.4);Psoriasis and related disorder (PheCode 696)	0.0	0.0		0.0	False	-0.3003406135703255	0.1021008461340583				0.0					0.0	0.0	False						
PCBP1-AS1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-08	Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	0.0	0.0		0.0	False	0.542942392803571	0.518463731934381				0.0					0.0	0.0	False						
PDC-AS1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-08	Rheumatoid arthritis;Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	0.0	0.0		0.0	False						0.0					0.0	0.0	False						
PDCD1	4.0	NO_GO_WAVE34_GENETICS_EXPRESSION_DRUGGABILITY	gate_genetic_breadth;gate_local_cell_state;gate_druggable_surface;gate_perturbation_or_model	2	2e-19	Atopic dermatitis;Crohn's disease	0.0	0.0		0.0	False	0.2453014249639151	0.7348352763063892				0.0					0.0	0.0	False						
