gene	comparator	region	region_class	nominal_PP.H4	nominal_PP.H3	min_sensitivity_PP.H4	median_sensitivity_PP.H4	max_sensitivity_PP.H4	top_shared_snp	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	strong_qtl_coloc_diseases	ms_max_qtl_h4	max_qtl_h4	qtl_direction_proxy_values	same_gene_cellstate_score	same_gene_cellstate_gate	positive_c15_contexts	best_c15_context	chembl_target_id	druggable_activity_count	manual_blocker	landscape_score
CCHCR1	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025000632450155266
DXO	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.4	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.025000632450155266
HCG27	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025000632450155266
LSM2	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_endothelial_cell	t1d_acinar_cell		0.0		0.025000632450155266
ABHD16A	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell		0.0		0.025000632450155266
CCHCR1	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025000632450155266
DXO	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.4	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.025000632450155266
HCG27	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025000632450155266
LSM2	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_endothelial_cell	t1d_acinar_cell		0.0		0.025000632450155266
ABHD16A	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell		0.0		0.025000000000013064
CCHCR1	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025000000000013064
DXO	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.4	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.025000000000013064
HCG27	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025000000000013064
LSM2	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_endothelial_cell	t1d_acinar_cell		0.0		0.025000000000013064
ABHD16A	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell		0.0		0.025000000000013064
CCHCR1	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025000000000013064
DXO	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.4	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.025000000000013064
HCG27	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025000000000013064
LSM2	UC	6:31035539-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_endothelial_cell	t1d_acinar_cell		0.0		0.025000000000013064
ABHD16A	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell		0.0		0.025
DXO	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.025
HCG27	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
HLA-DRB5	UC	6:31128397-32626002	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
ABHD16A	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell		0.0		0.025
DXO	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.025
HLA-DQB1	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DRB5	UC	6:31626002-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
ABHD16A	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell		0.0		0.025
DXO	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.025
HLA-DQB1	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DRB5	UC	6:31626002-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
ABHD16A	UC	6:31626002-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_acinar_cell;t1d_stellate_cell	t1d_stellate_cell		0.0		0.025
DXO	UC	6:31626002-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_stellate_cell	t1d_stellate_cell		0.0		0.025
HLA-DQB1	UC	6:31626002-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DRB5	UC	6:31626002-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
HLA-DQB1	UC	6:31983611-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DRB5	UC	6:31983611-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
RNF5	UC	6:31983611-32985467	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DQB1	UC	6:31983611-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DRB5	UC	6:31983611-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
RNF5	UC	6:31983611-33106385	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DQB1	UC	6:31983611-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DRB5	UC	6:31983611-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
RNF5	UC	6:31983611-33109453	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DQB1	UC	6:31985467-33110947	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DRB5	UC	6:31985467-33110947	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
RNF5	UC	6:31985467-33110947	stable_H3_or_distinct	3.787891771360302e-34	1.0	1.7076896903229282e-35	3.787891771360302e-34	2.1445196993513592e-32	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DQB1	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DRB5	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
RNF5	UC	6:32106385-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DQB1	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HLA-DRB5	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.4	False	ibd_crohn_myeloid	ibd_crohn_myeloid		0.0		0.025
RNF5	UC	6:32109453-33110947	stable_H3_or_distinct	3.787900653010518e-34	1.0	1.7076898654254818e-35	1.7076898654256433e-33	2.232045456579758e-31	rs8227	0.0		0.0					0.4	False	t1d_endothelial_cell	t1d_endothelial_cell		0.0		0.025
HAAO	Crohn	2:42855324-44309347	stable_H3_or_distinct	2.7220062471020907e-05	0.9998116827497038	2.2044225779588833e-06	2.7220062471020907e-05	0.0007583219275020046	rs12478539	0.0		0.0					0.2	False	t1d_ductal_cell	t1d_ductal_cell		0.0		0.012649710343590616
GPANK1	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.01254676856400017
HSPA1B	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.01254676856400017
LY6G5C	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.01254676856400017
LY6G6C	Crohn	6:30793436-31851940	stable_H3_or_distinct	8.503375272757774e-06	0.9999535145408373	6.061184615999846e-07	8.503375272757774e-06	0.0002666168145883567	rs9267658	0.0		0.0					0.2	False	sjogren_gland_apc	sjogren_gland_apc		0.0		0.01254676856400017
C4B	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012505003642893498
GPANK1	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012505003642893498
HSPA1B	Crohn	6:30851940-32035539	stable_H3_or_distinct	9.097532533629815e-07	0.9999955500916359	5.3213076995504905e-08	9.097532533629815e-07	8.923804411485992e-05	rs3130285	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012505003642893498
C4B	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500712830282843
GPANK1	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500712830282843
HLA-DQA1	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.2	False	sjogren_gland_apc	sjogren_gland_apc		0.0		0.012500712830282843
HSPA1B	Crohn	6:31128397-32626002	stable_H3_or_distinct	1.2884627800883145e-07	0.99999633141308	7.250486486726884e-09	1.316301138710997e-07	1.3162839857126445e-05	rs8227	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500712830282843
C4B	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450161465
GPANK1	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450161465
HSPA1B	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450161465
LY6G5C	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450161465
LY6G6C	Crohn	6:31035539-32087042	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.2	False	sjogren_gland_apc	sjogren_gland_apc		0.0		0.012500632450161465
C4B	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450161465
GPANK1	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450161465
HSPA1B	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450161465
LY6G5C	Crohn	6:31035539-32128397	stable_H3_or_distinct	1.095345029876861e-07	0.9999963505657178	6.1639872636775595e-09	1.2954143300872634e-07	1.295397717127353e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450161465
C4B	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450155267
GPANK1	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450155267
HSPA1B	Crohn	6:30793436-32087042	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450155267
C4B	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450155267
GPANK1	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450155267
HSPA1B	Crohn	6:30793436-32128397	stable_H3_or_distinct	1.0953450270320575e-07	0.9999963505657178	6.163987254306239e-09	1.2954142963492642e-07	1.2953976833900812e-05	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500632450155267
C4B	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500000000013063
GPANK1	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500000000013063
HSPA1B	UC	6:30793436-32128397	stable_H3_or_distinct	2.2225357563275267e-15	1.0	2.7817225471731686e-17	2.7817225471734318e-15	1.568874623701814e-10	rs3130342	0.0		0.0					0.2	False	t1d_acinar_cell	t1d_acinar_cell		0.0		0.012500000000013063
