gene	sources_present	manual_route	manual_blocker	closure_text	wave81_call	wave81_score	direct_perturbation	direct_perturbation_detail	foundation_model_support_w81	foundation_model_detail_w81	model_support_contexts_w57	model_strong_contexts_w57	wave57_call	best_model_context	best_model_z	best_model_projection	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	manual_prior_blocked	cross_autoimmune_score_w83	genetic_breadth_disease_count	genetic_breadth_diseases	qtl_breadth_disease_count	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	ms_genetic_score	ms_expr_delta	ms_expr_p	positive_disease_count	positive_diseases	negative_disease_count	retained_residual_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	ibd_response_fdr10	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	wave91_call	wave83_call	wave62_call	has_direct_perturbation	has_foundation_support	has_nonexpression_anchor	ms_anchor	cross_disease_anchor	direction_or_response_support	reachable_modality	prior_or_safety_blocked	wrong_direction_or_undruggable	expression_only	wave103_score	wave103_gate_count	wave103_missing_gates	wave103_call	wave103_call_priority
GM13306	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.6254308778434887	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13547	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2828841262875181	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM136	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0720384424281684	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13769	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0907813969370167	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13871	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0464739107465985	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM13889	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4642303888907518	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14085	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4134286434429037	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14124	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.4514445923813559	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14137	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2083077342804618	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14151	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1833013287737219	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14305	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2807995298191532	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14308	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1930858967775127	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14322	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4609339509421625	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14325	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1274888192921012	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14345	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.6491386228774024	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14346	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0166640117804161	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14347	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0035304928385692	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14351	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.8690447457497141	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14374	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0455945466903264	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14393	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.8679373446284062	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14420	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.458963942197242	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14431	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1516086465363771	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14434	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4791432445698762	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14440	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.5399181375558375	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14446	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4007211884633171	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14458	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2077778612435766	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14459	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.190183281347874	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14474	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0303216977187057	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14479	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2304252329973476	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14496	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.5983477242936377	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14501	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0046134768448948	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14511	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2138183786375705	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14548	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0360997390400323	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14632	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.4644793362690786	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14743	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.7414284002703363	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14744	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0681055011921871	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14781	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0274875419186482	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14850	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2917554283227017	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14851	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0761282862614787	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM14920	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.1249972789374139	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15023	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.133153380523133	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15056	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.3358877380681901	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15080	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2368859511701512	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15085	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.1113804352514619	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15091	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.0832501904514938	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15093	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-1.0103513638188224	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15097	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.2694407729907753	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15107	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.062613184749971	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15114	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.6525721750120888	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15127	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.542204548987506	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15140	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	0.3498520788071968	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM1527	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0850808797183176	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15284	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.6970842617747735	0.9965506589785832				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15292	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.2146543519414045	0.9971256078463696				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15293	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.0816887736929601	1.0				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
GM15299	wave37			 |  |  |  |  | 		0.0	0.0		0.0		0.0	0.0					0.0		0.0		False	0.0	0.0		0.0	0.0	0.0	0.0	-999.0	1.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	UNRESOLVED	-0.7029845875839776	0.920009505703422				False	False	False	False	False	False	False	False	False	True	-3.0	0	has_nonexpression_anchor;ms_anchor;cross_disease_anchor;direction_or_response_support;reachable_modality	NO_GO_EXPRESSION_OR_CLASS_ONLY	8
