gene	approved_name	wave104_call	wave104_call_priority	wave104_score	wave104_missing_gates	route_hypothesis	manual_route_blocker	prior_or_safety	gate_ms_genetic	gate_cross_autoimmune_genetics	gate_lipid_state_or_recurrence	gate_directional_or_perturbation	gate_reachable_modality	ms_max_l2g_score	ms_max_relevant_qtl_h4	strong_l2g_disease_count	strong_l2g_diseases	strong_qtl_coloc_disease_count	relevant_qtl_coloc_disease_count	strong_qtl_coloc_diseases	genetic_disease_count_union	genetic_diseases_union	local_positive_disease_count	local_positive_diseases	in_lipid_lysosomal_myeloid_neighborhood	residual_retained_disease_count	strict_residual_disease_count	response_nonresponse_high_context_count	response_nominal_or_trend_context_count	direct_perturbation	direct_perturbation_detail	foundation_support	model_support_contexts_w57	model_strong_contexts_w57	best_model_context	efferocytosis_screen_call	efferocytosis_contrast_lfc	efferocytosis_contrast_fdr	reachability_score	intervention_class	chembl_activity_count	chembl_target_id	wave62_score	wave62_call	wave83_call	wave91_call	wave103_call	closure_text
GPR174	G protein-coupled receptor 174	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	RA	0	0		2	AITD;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0088858218030454	1.0	0.0		0		1.328651487827301	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
GPR55	G protein-coupled receptor 55	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Psoriasis	0	0		2	Psoriasis;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2664496799897482	1.0	0.0		0		0.6421618461608887	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
GRAMD1B	GRAM domain containing 1B	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AS	0	0		2	AITD;AS	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2809011242995552	1.0	0.0		0		1.0374470949172974	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
IDUA	alpha-L-iduronidase	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	T1D	0	0		2	SLE;T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3809367823529922	0.9971256078463696	0.0		0		1.419535994529724	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
IFNG	interferon gamma	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		1	1	Celiac	2	Celiac;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3522021726872245	0.920009505703422	0.0		0		1.9453124207847785	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
IRS2	insulin receptor substrate 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Sjogren	0	0		2	Crohn;Sjogren	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0925806160814943	1.0	0.0		0		0.5567782521247864	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ITPR1	inositol 1,4,5-trisphosphate receptor type 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Sjogren	0	0		2	AS;Sjogren	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-1.1455626916413744	0.920009505703422	0.0		0		1.1495361924171448	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
KCNH7	potassium voltage-gated channel subfamily H member 7	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Psoriasis	0	0		2	Psoriasis;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2933632491331507	0.920009505703422	0.0		0		1.216048002243042	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
KCP	kielin cysteine rich BMP regulator	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		1	1	Crohn	2	Crohn;SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.056804524946708	1.0	0.0		0		1.764181813671796	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
LHFPL3	LHFPL tetraspan subfamily member 3	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AITD	0	0		2	AITD;T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0828911684791255	0.9971256078463696	0.0		0		0.7562413811683655	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
LIME1	Lck interacting transmembrane adaptor 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		1	1	Crohn	2	Crohn;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1170571056969812	0.9971256078463696	0.0		0		1.9216390121247564	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
LINGO2	leucine rich repeat and Ig domain containing 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Sjogren	0	0		2	Sjogren;T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0595383274544006	1.0	0.0		0		1.1834633946418762	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
LIPJ	lipase family member J	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	T1D	0	0		2	AITD;T1D	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.5697934031486511	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
MDGA2	MAM domain containing glycosylphosphatidylinositol anchor 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AITD	0	0		2	AITD;Crohn	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2993172597616974	1.0	0.0		0		1.157001554965973	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
MTMR3	myotubularin related protein 3	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		1	1	T1D	2	T1D;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0113595761801947	1.0	0.0		0		1.6221176564250142	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
NRXN3	neurexin 3	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Celiac	0	0		2	Celiac;T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0177655735709035	0.9971256078463696	0.0		0		1.251847267150879	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
OTUD3	OTU deubiquitinase 3	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	UC	0	0		2	RA;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.3673277422102823	1.0	0.0		0		1.3880948424339294	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AS	0	0		2	AS;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.322483384674763	0.920009505703422	0.0		0		0.8287126421928406	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PPEF2	protein phosphatase with EF-hand domain 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AS	0	0		2	AS;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0892652179562804	0.9965506589785832	0.0		0		0.7734584808349609	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PPP2R2A	protein phosphatase 2 regulatory subunit Balpha	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	SLE	0	0		2	Crohn;SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3104289067090441	0.920009505703422	0.0		0		0.5014819502830505	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PRDX6	peroxiredoxin 6	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	SLE	0	0		2	RA;SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0489981153413705	0.9971256078463696	0.0		0		1.1152685284614563	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PRL	prolactin	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Celiac	0	0		2	Celiac;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2559722347514501	1.0	0.0		0		0.5530049204826355	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
PRM1	protamine 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.1437826454639434	0.0	1	T1D	0	0		2	Crohn;T1D	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		1.2464203834533691	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
RBPJ	recombination signal binding protein for immunoglobulin kappa J region	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	RA	0	0		2	RA;T1D	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.4317194250811146	0.920009505703422	0.0	intracellular_other	0		1.1489312052726746	NO_GO_WAVE62_TARGET_RESOLUTION	NO_GO_NOT_REACHABLE_FIRST_CLASS		NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  |  |  |  |  | 
RNF216	ring finger protein 216	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	RA	0	0		2	Crohn;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.2105545172271894	0.9971256078463696	0.0		0		1.2180871963500977	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
RPLP1	ribosomal protein lateral stalk subunit P1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	RA	0	0		2	RA;SLE	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3890562028594321	0.920009505703422	0.0		0		0.5425173044204712	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SHISAL1	shisa like 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	SLE	0	0		2	AITD;SLE	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.7334561347961426	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SHTN1	shootin 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AS	0	0		2	AS;RA	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.7036827206611633	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SLC22A25	solute carrier family 22 member 25	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AS	0	0		2	AS;RA	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		0.861467182636261	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
SLIT1	slit guidance ligand 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	UC	0	0		2	RA;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.0033530857507755	1.0	0.0		0		1.2614376544952393	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
TDRKH	tudor and KH domain containing	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		1	1	UC	2	Crohn;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.14766071069504	0.9971256078463696	0.0		0		1.250730706420784	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
TET3	tet methylcytosine dioxygenase 3	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	RA	0	0		2	RA;SLE	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		1.297603964805603	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
THEMIS	thymocyte selection associated	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Celiac	0	0		2	Celiac;Crohn	0		False	0	0	0	0	False		False	0.0	0.0					0.0		0		1.3509423732757568	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
TLL1	tolloid like 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	T1D	0	0		2	T1D;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1168533716100521	0.920009505703422	0.0		0		1.104962944984436	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
TPH2	tryptophan hydroxylase 2	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AS	0	0		2	AS;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1723342257831188	0.9965506589785832	0.0		0		0.6916198134422302	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
TPPP	tubulin polymerization promoting protein	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		1	0	UC	2	AITD;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.4259826987706476	0.920009505703422	0.0		0		1.5254786572854553	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
TREH	trehalase	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	0		1	0	Celiac	2	Celiac;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1940113509336869	0.9971256078463696	0.0		0		1.7300182334880378	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
TSPAN18	tetraspanin 18	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AITD	0	0		2	AITD;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.0951232232887558	0.9971256078463696	0.0		0		0.8466528654098511	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
TULP1	TUB like protein 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Celiac	0	0		2	AITD;Celiac	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.3455048067497488	1.0	0.0		0		0.638295590877533	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ZAP70	zeta chain of T cell receptor associated protein kinase 70	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	UC	0	0		2	AITD;UC	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.2336798810909331	0.9971256078463696	0.0		0		1.1823498010635376	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ZBED6	zinc finger BED-type containing 6	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AS	0	0		2	AS;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.397042240876319	0.920009505703422	0.0		0		0.8478953838348389	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ZC3H11A	zinc finger CCCH-type containing 11A	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AS	0	0		2	AS;RA	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.4490930151603158	0.920009505703422	0.0		0		0.8478953838348389	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ZIC1	Zic family zinc finger 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	AS	0	0		2	AITD;AS	0		False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-0.1051438658451211	1.0	0.0		0		1.1313549876213074	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
AAMDC	adipogenesis associated Mth938 domain containing	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Sjogren	0	0		1	Sjogren	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	0.1682693002857512	0.920009505703422	0.0		0		1.2526936531066897	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
ABI1	abl interactor 1	NO_GO_NO_MS_GENETIC_ANCHOR	5	-0.19999999999999996	ms_genetic_anchor;cross_autoimmune_genetics;lipid_state_or_recurrence;directional_or_perturbation_support;reachable_modality			False	False	False	False	False	False	0.0	0.0	1	Sjogren	0	0		1	Sjogren	1	type 1 diabetes mellitus	False	0	0	0	0	False		False	0.0	0.0		UNRESOLVED	-1.4149720550072509	0.920009505703422	0.0		0		1.2377994656562803	NO_GO_WAVE62_TARGET_RESOLUTION			NO_GO_EXPRESSION_OR_CLASS_ONLY	 |  |  |  |  |  |  |  |  |  | 
